Product,TotalSales,SalesRank,TotalQuantity,SalesContributionPercent
ENAMEL PINK SUGAR CONTAINER,762.97,2979,434,0.0
BLUE FLOCK GLASS CANDLEHOLDER,762.79,2980,1788,0.0
TRAVEL CARD WALLET FLOWER MEADOW,762.75,2981,1758,0.0
DOLLY CABINET 3 DRAWERS,762.45,2982,51,0.0
MINI PAINT SET VINTAGE  BOY+ GIRL,761.4,2983,1260,0.0
GREEN PICNIC BARBECUE BUCKET,761.25,2984,105,0.0
FOLDING UMBRELLA CHOCOLATE POLKADOT,760.95,2985,163,0.0
DRAWER KNOB VINTAGE GLASS BALL,760.8,2986,350,0.0
WALL ART HORSE & PONY,760.32,2987,225,0.0
COCKTAIL SWORDS 50 PIECES,759.57,2988,935,0.0
EDWARDIAN 2 DRAWER WALL CABINET,755.8,2989,52,0.0
YELLOW DRAGONFLY HELICOPTER,754.59,2990,94,0.0
PINK ENAMEL+GLASS HAIR COMB,754.46,2991,399,0.0
FAIRY CAKE WICKER PICNIC BASKET,753.77,2992,46,0.0
SET OF 2 TEA TOWELS PING MICROWAVE,751.93,2993,298,0.0
ASS COL LARGE SAND GECKO P'WEIGHT,751.68,2994,810,0.0
PINK  HONEYCOMB PAPER FAN,751.5,2995,578,0.0
18PC WOODEN CUTLERY SET DISPOSABLE,751.38,2996,567,0.0
GREEN ROSE QUILT,750.48,2997,14,0.0
CHRISTMAS TREE HANGING SILVER,750.19,2998,801,0.0
MOROCCAN BEATEN METAL DISH,749.82,2999,166,0.0
PURPLE SWEETHEART BRACELET,749.69,3000,177,0.0
PINK ROUND BUTTERFLY MIRROR,748.48,3001,240,0.0
VINTAGE BEAD PINK SHADE,748.24,3002,563,0.0
BLUE GINGHAM ROSE CUSHION COVER,746.61,3003,121,0.0
GRASS HOPPER WOODEN WALL CLOCK,746.39,3004,373,0.0
RETRO SPOT CANDLE  SMALL,744.75,3005,408,0.0
HELLO SAILOR BATHROOM SET,744.15,3006,1505,0.0
GLASS CHALICE GREEN  SMALL,743.61,3007,508,0.0
S/4 BLACK DINNER CANDLE SILVER FLOC,743.26,3008,674,0.0
FOLDING BUTTERFLY MIRROR IVORY,742.92,3009,794,0.0
S/2 BEACH HUT TREASURE CHESTS,742.9,3010,312,0.0
"FRENCH BLUE METAL DOOR SIGN, 1",742.67,3011,577,0.0
SMALL CAMPHOR WOOD FIELD  MUSHROOM,742.56,3012,518,0.0
DANISH ROSE DELUXE COASTER,742.5,3013,1318,0.0
FRENCH EMROIDR LAVENDER SCENT HEART,741.6,3014,341,0.0
TOYBOX  WRAP,740.42,3015,1801,0.0
VINTAGE LEAF CHOPPING BOARD,737.95,3016,149,0.0
BEADED CRYSTAL HEART BLUE  LARGE,737.89,3017,659,0.0
FLAG OF ST GEORGE,735.38,3018,392,0.0
SET OF 4 NAPKIN CHARMS CROWNS,735.23,3019,405,0.0
SET OF 6 ICE CREAM SKITTLES,734.89,3020,241,0.0
ANT COPPER TURQ BOUDICCA BRACELET,734.16,3021,147,0.0
3 RAFFIA RIBBONS VINTAGE CHRISTMAS,732.42,3022,824,0.0
Adjustment by Peter on Jun 25 2010,731.05,3023,3,0.0
BEADED CRYSTAL HEART GREEN ON STICK,730.74,3024,948,0.0
GREEN ENAMEL+GLASS HAIR COMB,730.66,3025,380,0.0
ASS FLORAL PRINT TORCH,729.95,3026,2567,0.0
SMALL TALL CAMPHOR WOOD TOADSTOOL,728.97,3027,560,0.0
S/4 PURPLE DINNER CANDLE BLK FLOCK,728.67,3028,650,0.0
LARGE HEART FLOWERS HOOK,728.43,3029,587,0.0
OLIVE CHALET BIRDFEEDER,727.93,3030,257,0.0
TROPICAL LUGGAGE TAG,726.47,3031,1877,0.0
CLAM SHELL SMALL,726.16,3032,348,0.0
JASMINE VOTIVE CANDLE,725.7,3033,2946,0.0
BLUE VICTORIAN FABRIC OVAL BOX,725.56,3034,1809,0.0
FAIRY CAKE PLACEMATS,725.49,3035,189,0.0
SET OF 6 RIBBONS PERFECTLY PRETTY,724.59,3036,251,0.0
CANDY SPOT HAND BAG,723.85,3037,347,0.0
LARGE TORTILLA DESIGN RED BOWL,723.57,3038,367,0.0
BLUE  SPOTTY PUDDING BOWL,723.55,3039,2679,0.0
RECTANGULAR SHAPED MIRROR,722.76,3040,674,0.0
PINK CAT FLORAL CUSHION COVER,721.49,3041,353,0.0
BEACH HUT PHOTO FRAME,720.7,3042,609,0.0
ENVELOPE 50 CURIOUS IMAGES,719.67,3043,1087,0.0
CHRISTMAS TREE HANGING GOLD,718.53,3044,799,0.0
FOLKART BAUBLE CHRISTMAS DECORATION,717.99,3045,1352,0.0
ROSE DU SUD WASHBAG,717.8,3046,141,0.0
SPACE OWL,716.73,3047,549,0.0
2 PICTURE BOOK EGGS EASTER DUCKS,716.0,3048,685,0.0
SET/20 COLLAGE PAPER NAPKIN,714.55,3049,843,0.0
ZINC HEART LATTICE PLANTER BOWL,713.8,3050,820,0.0
BLUE KNITTED HEN,713.73,3051,563,0.0
PAINTED BIRD ASSORTED CHRISTMAS,712.91,3052,410,0.0
PAPER LANTERN 7 POINT SNOW STAR,711.51,3053,103,0.0
MEDIUM CHINESE STYLE SCISSOR,711.38,3054,1572,0.0
BLUE PATCH PURSE PINK HEART,711.37,3055,441,0.0
SET/4 BADGES CUTE CREATURES,709.66,3056,535,0.0
EDWARDIAN HEART PHOTO FRAME,709.54,3057,160,0.0
SKULLS SQUARE TISSUE BOX,709.5,3058,1005,0.0
MIRRORED WALL ART STARS,707.92,3059,469,0.0
LOUVRE VANITY MIRROR,705.9,3060,132,0.0
PINK GOOSE FEATHER TREE 60CM,705.59,3061,321,0.0
CAMPHOR WOOD PORTOBELLO MUSHROOM,705.46,3062,641,0.0
MIRROR LOVE BIRD T-LIGHT HOLDER,705.01,3063,374,0.0
GREEN BIRDHOUSE DECORATION,704.97,3064,973,0.0
PANTRY APPLE CORER,704.13,3065,471,0.0
CANDY BUTTON PHOTO ALBUM,703.54,3066,302,0.0
DAISY SKETCHBOOK,702.86,3067,267,0.0
PACK 3 IRON ON DOG PATCHES,702.42,3068,562,0.0
COSY SLIPPER SHOES LARGE RED,698.01,3069,201,0.0
STRAWBERRY SCENTED SET/9 T-LIGHTS,696.89,3070,836,0.0
PINK GINGHAM CAT WITH SCARF,696.75,3071,282,0.0
DINOSAUR BIRTHDAY CARD,695.11,3072,1649,0.0
FRENCH STYLE STORAGE JAR BONBONS,695.06,3073,2338,0.0
VINTAGE NOTEBOOK TRAVELOGUE,693.92,3074,327,0.0
FLOWER FAIRY OIL BURNER SET SUMMER,693.25,3075,533,0.0
75 GREEN PETIT FOUR CASES,691.32,3076,1522,0.0
PINK PATCH PENCIL CASE BLUE HEART,691.14,3077,325,0.0
S/3 FLWR FAIRY LILLY CANDLES,690.24,3078,315,0.0
FOLKART CLIP ON STARS,689.76,3079,1187,0.0
BLUE SCOTTIE DOG W FLOWER PATTERN,688.73,3080,274,0.0
ANT COPPER PINK BOUDICCA BRACELET,687.52,3081,138,0.0
WHITE HAND TOWEL WITH BUTTERFLY,686.03,3082,229,0.0
EASTER BUNNY GARLAND OF FLOWERS,685.87,3083,1473,0.0
FOLDING UMBRELLA PINKWHITE POLKADOT,685.67,3084,142,0.0
PINK & WHITE BREAKFAST TRAY,685.15,3085,139,0.0
PURPLE GREEN FLOWER PIGGY BANK,682.99,3086,361,0.0
"BREAD BIN, DINER STYLE, IVORY",682.75,3087,45,0.0
SET OF 4 PISTACHIO LOVEBIRD COASTER,682.66,3088,516,0.0
CAROUSEL DESIGN WASHBAG,682.51,3089,345,0.0
PACK OF 6 SMALL FRUIT STRAWS,682.39,3090,1685,0.0
ASS COL LARGE SAND FROG P'WEIGHT,682.32,3091,716,0.0
BOTANICAL ROSE GREETING CARD,681.93,3092,1603,0.0
RUSTIC STRAWBERRY JAM POT SMALL,681.54,3093,426,0.0
HOLLY TOP CHRISTMAS STOCKING,681.4,3094,682,0.0
RIDGED GLASS PENDANT LAMPSHADE,680.85,3095,43,0.0
IVORY HANGING DECORATION  EGG,680.78,3096,1148,0.0
ORIGAMI SANDLEWOOD INCENSE/CAND SET,680.65,3097,586,0.0
BLUE POLKADOT EGG CUP,679.38,3098,1163,0.0
PAPER BUNTING PAISLEY PARK,679.07,3099,249,0.0
TURQ ICE CREAM BUM BAG,677.99,3100,305,0.0
LA PALMIERA WALL THERMOMETER,677.45,3101,452,0.0
TURQ+RED BOUDICCA LARGE BRACELET,677.0,3102,97,0.0
HILDA CANDY SPOT RABBIT,676.92,3103,164,0.0
DANISH ROSE UMBRELLA STAND,676.45,3104,38,0.0
IVORY RETRO KITCHEN WALL CLOCK,675.91,3105,77,0.0
RETROSPOT BABUSHKA DOORSTOP,675.56,3106,296,0.0
GREEN  DIAMANTE PEN IN GIFT BOX,675.37,3107,347,0.0
SET OF 4 NAPKIN CHARMS INSTRUMENT,674.3,3108,288,0.0
TRAVEL CARD WALLET RETRO PETALS,674.11,3109,1544,0.0
DENIM PATCH PURSE PINK BUTTERFLY,674.09,3110,408,0.0
PINK BREAKFAST CUP AND SAUCER,673.72,3111,1654,0.0
ROBIN CHRISTMAS CARD,673.49,3112,1617,0.0
3 TRADITIONAL COOKIE CUTTERS  SET,671.4,3113,354,0.0
RED ORGANIC CANDLE IN GLASS,669.62,3114,640,0.0
"STRING OF 8 BUTTERFLIES,PINK",669.62,3115,390,0.0
PINK FELT EASTER RABBIT GARLAND,669.38,3116,241,0.0
LARGE BONNE JAM JAR  T-LIGHT HOLDER,667.85,3117,255,0.0
FLOWER FAIRY SET 3 CANDLES LAVENDER,666.85,3118,303,0.0
WOVEN CANDY CUSHION COVER,666.23,3119,206,0.0
HANGING WOOD AND FELT BUTTERFLY,665.91,3120,1463,0.0
HEARTS GIFT TAPE,664.84,3121,1567,0.0
SET OF RED SALAD SERVERS,664.73,3122,422,0.0
DIAMANTE BOW BROOCH BLACK COLOUR,664.35,3123,103,0.0
LARGE SKULL WINDMILL,663.85,3124,309,0.0
CAKES AND BOWS GIFT  TAPE,663.61,3125,1448,0.0
MULTICOLOUR  CONFETTI IN TUBE,661.81,3126,453,0.0
LUNCHBAG SUKI  DESIGN,661.63,3127,410,0.0
WRAP FLOWER SHOP,661.5,3128,1575,0.0
FLOWER FAIRY INCENSE ROSE,661.23,3129,3124,0.0
BLACK CHUNKY BEAD BRACELET W STRAP,661.04,3130,73,0.0
PEARLISED IVORY HEART LARGE,661.02,3131,418,0.0
PINK METAL SWINGING BUNNY,660.88,3132,748,0.0
BIRD DECORATION GREEN  SPOT,660.62,3133,678,0.0
VINTAGE WOODEN PLATE RACK,659.15,3134,17,0.0
WRAP FOLK ART,658.75,3135,2075,0.0
ORIGAMI ROSE INCENSE/CANDLE SET,658.72,3136,520,0.0
GREEN GOOSE FEATHER TREE 60CM,658.29,3137,299,0.0
BUNNY EGG GARLAND,658.19,3138,1400,0.0
WOVEN SUNSET CUSHION COVER,658.07,3139,153,0.0
BLUE SPOTTY LUGGAGE TAG,657.9,3140,1236,0.0
SET OF 36 SILVER PAPER DOILIES,656.94,3141,438,0.0
CERAMIC PLATE LOVE HEART DESIGN,656.87,3142,607,0.0
FRENCH CHATEAU SMALL FRUITBOWL,656.82,3143,430,0.0
"FRENCH BLUE METAL DOOR SIGN, 2",656.41,3144,509,0.0
"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",656.05,3145,176,0.0
BLUE BIRDHOUSE DECORATION,655.46,3146,928,0.0
MINI CAKE STAND HANGING HEARTS,655.01,3147,361,0.0
FRENCH CHATEAU LARGE FRUIT BOWL,654.01,3148,271,0.0
FRENCH LATTICE CUSHION COVER,652.82,3149,526,0.0
BLACK BAROQUE CARRIAGE CLOCK,652.17,3150,72,0.0
SET OF 3 PINK FLYING DUCKS,651.69,3151,121,0.0
CURIOUS  IMAGES NOTEBOOK SET,651.19,3152,423,0.0
SET/4 2 TONE EGG SHAPE MIXING BOWLS,651.05,3153,63,0.0
"SMALL POP BOX,FUNKY MONKEY",650.96,3154,488,0.0
SET/4 BUTTERFLY MIRROR MAGNETS,650.07,3155,749,0.0
POSY SHOPPER BAG,649.82,3156,1580,0.0
CHERUB HEART DECORATION GOLD,649.02,3157,738,0.0
QUEEN OF THE SKIES PASSPORT COVER,648.54,3158,297,0.0
GINGHAM HEART WREATH,647.75,3159,225,0.0
BLACK SILOUETTE CANDLE PLATE,647.68,3160,635,0.0
ASS COL SMALL SAND GECKO P'WEIGHT,646.56,3161,1620,0.0
VICTORIAN METAL POSTCARD CHRISTMAS,646.44,3162,377,0.0
HAND TOWEL PALE BLUE W FLOWERS,646.43,3163,261,0.0
"FRENCH BLUE METAL DOOR SIGN, 3",645.15,3164,501,0.0
NEW ENGLAND TEATOWELS,644.88,3165,322,0.0
PHOTO FRAME LINEN AND LACE SMALL,644.8,3166,310,0.0
ASSORTED CHEESE FRIDGE MAGNETS,643.89,3167,831,0.0
CIRCLE OF FRIENDS CANDLE HOLDER,642.66,3168,353,0.0
LADLE LOVE HEART RED,642.4,3169,1489,0.0
WRAP DAISY CARPET,640.95,3170,2060,0.0
FAIRY DREAMS INCENSE,640.26,3171,2768,0.0
PACK OF 20 FAIRY CAKE PAPER NAPKINS,639.47,3172,699,0.0
NEW BAROQUE BLACK PHOTO ALBUM,639.42,3173,77,0.0
TRIANGULAR RIDGED GLASS POSY HOLDER,638.8,3174,879,0.0
NEW BAROQUE IVORY CUSHION COVER,638.34,3175,260,0.0
SILVER ROCOCO CANDLE STICK,638.0,3176,200,0.0
"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",637.5,3177,250,0.0
CHRISTMAS TREE T-LIGHT HOLDER,637.34,3178,422,0.0
SET OF 4 BLACK LOVEBIRD COASTERS,636.18,3179,478,0.0
FROG SOCK PUPPET,636.11,3180,195,0.0
VINTAGE JINGLE BELLS WREATH,635.38,3181,76,0.0
PAPERWEIGHT HOME SWEET HOME,635.19,3182,323,0.0
"BUNTING , SPOTTY",634.7,3183,146,0.0
BLUE CIRCLES DESIGN MONKEY DOLL,634.64,3184,433,0.0
GINGHAM BABUSHKA DOORSTOP,633.35,3185,272,0.0
SILVER TEDDY BEAR,631.49,3186,228,0.0
LAUREL HEART ANTIQUE GOLD,630.73,3187,525,0.0
PINK PAINTED KASHMIRI TABLE,630.0,3188,11,0.0
SMALL APOTHECARY MEASURING JAR,629.05,3189,81,0.0
STRAWBRY SCENTED VOTIVE CANDLE,628.41,3190,2445,0.0
DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,3191,295,0.0
FELT EGG COSY LADYBIRD,627.38,3192,836,0.0
CHRISTMAS CARD SINGING ANGEL,627.19,3193,1738,0.0
MIXED NUTS LIGHT GREEN BOWL,626.76,3194,812,0.0
SET OF 3 CHRISTMAS BRIAR CANDLES,626.39,3195,176,0.0
WRAP BLUE RUSSIAN FOLKART,626.25,3196,2025,0.0
STANDING FAIRY POLE SUPPORT,626.13,3197,777,0.0
AMETHYST CHUNKY BEAD BRACELET W STR,625.48,3198,69,0.0
S/5 MINI ICE CREAM FRIDGE MAGNETS,625.2,3199,1992,0.0
BUBBLE GUM SCARF KNITTING KIT,624.21,3200,316,0.0
"DECORATION , HANGING METAL CHICKEN",623.96,3201,616,0.0
CANDY SPOT TEA COSY,622.57,3202,391,0.0
FLORAL PINK MONSTER,622.33,3203,166,0.0
HANGING METAL RABBIT DECORATION,621.97,3204,476,0.0
PARTY CONES CANDY DECORATION,621.96,3205,454,0.0
STORAGE TIN HOME SWEET HOME,621.44,3206,275,0.0
MUM'S KITCHEN CLOCK,621.09,3207,122,0.0
"WRAP, FRIENDSHIP ON GREEN",619.5,3208,1475,0.0
CHRISTMAS CARD SCREEN PRINT,619.25,3209,2197,0.0
WALL ART SPACEBOY,618.59,3210,173,0.0
PINK JEWELLED MIRROR TRINKET TRAY,618.52,3211,79,0.0
HOT WATER BOTTLE BABUSHKA LARGE,618.0,3212,136,0.0
FLORAL SOFT CAR TOY,617.94,3213,151,0.0
SIX DRAWER OFFICE TIDY,616.79,3214,65,0.0
OVAL  MINI PORTRAIT FRAME,615.98,3215,316,0.0
SET/4 SCENTED CANDLES IN RAMEKINS,615.84,3216,457,0.0
BLACK LOVE BIRD T-LIGHT HOLDER,615.49,3217,364,0.0
SMALL ORIENTAL BLUE FOLDING STOOL,615.4,3218,282,0.0
RETRO SISTERS EXPRESSO CUPS,614.1,3219,429,0.0
SILVER DISCO HANDBAG,613.53,3220,293,0.0
SET OF 3 WICKER BASKET ROSE,612.82,3221,71,0.0
ORANGE FLOWER MUG,612.51,3222,5404,0.0
LARGE APOTHECARY MEASURING JAR,612.16,3223,51,0.0
FLYING SAUCER TABLE LIGHT IN WHITE,611.51,3224,199,0.0
DAISY FOLKART HEART DECORATION,611.38,3225,440,0.0
PINK RIVIERA HANDBAG,611.07,3226,347,0.0
MINI JIGSAW GO TO THE FAIR,610.43,3227,1443,0.0
"FRENCH BLUE METAL DOOR SIGN, 5",610.11,3228,477,0.0
Dotcomgiftshop Gift Voucher £30.00,610.09,3229,24,0.0
THREE MINI HANGING FRAMES,610.0,3230,142,0.0
PASTEL BLUE PHOTO ALBUM,609.66,3231,1073,0.0
VINTAGE ROSE BEAD BRACELET RASPBERR,609.43,3232,144,0.0
RED POLKADOT PUDDING BOWL,608.9,3233,3717,0.0
QUEEN OF SKIES LUGGAGE TAG,608.48,3234,414,0.0
ASS COLOUR GLOWING TIARAS,607.98,3235,746,0.0
LOO ROLL  METAL SIGN,607.96,3236,340,0.0
FLORAL BLUE MONSTER,604.58,3237,142,0.0
PINK LOVE BIRD CANDLE,603.98,3238,521,0.0
CLAM SHELL LARGE,603.06,3239,751,0.0
"DECOUPAGE,GREETING CARD,",602.67,3240,1414,0.0
FOLDING UMBRELLA WHITE/RED POLKADOT,602.66,3241,120,0.0
SMALL GREEN PEONY FOLDING STOOL,602.6,3242,262,0.0
BLUE PATCH PENCIL CASE PINK HEART,601.53,3243,293,0.0
HEART BUTTONS JEWELLERY BOX,600.91,3244,100,0.0
EMBROIDERED RIBBON REEL RUBY,600.55,3245,167,0.0
BLUE HEART COMPACT MIRROR,600.52,3246,331,0.0
JARDIN ETCHED GLASS SMALL BELL JAR,599.38,3247,118,0.0
SILVER BRACELET W PASTEL FLOWER,599.13,3248,79,0.0
FLOWER FAIRY INCENSE BOUQUET,598.31,3249,1257,0.0
12 MINI TOADSTOOL PEGS,597.56,3250,472,0.0
CLASSICAL ROSE DISH,596.94,3251,295,0.0
"FRENCH BLUE METAL DOOR SIGN, 4",596.34,3252,468,0.0
BATHROOM SCALES FOOTPRINTS IN SAND,595.18,3253,131,0.0
NIGHTINGALE COATHOOK WHITE,594.32,3254,347,0.0
ASSORTED SHAPES PHOTO CLIP SILVER,594.28,3255,1220,0.0
COFFEE SCENT PILLAR CANDLE,593.33,3256,586,0.0
KITTY PENCIL ERASERS,593.29,3257,2652,0.0
ZINC HEART LATTICE DOUBLE PLANTER,593.03,3258,674,0.0
BLUE PAISLEY TISSUE BOX,592.91,3259,933,0.0
PINK/YELLOW FLOWERS HANDBAG,592.79,3260,383,0.0
PACK OF 12 DOLLY GIRL TISSUES,592.45,3261,1351,0.0
POLKA DOT PISTACHIO PAIL,591.66,3262,285,0.0
ARCHED GREY MIRROR,591.58,3263,86,0.0
BLUE PAINTED KASHMIRI CHAIR,591.5,3264,18,0.0
BLUE  TILE HOOK,591.02,3265,212,0.0
GLASS SPHERE CANDLE STAND LARGE,590.45,3266,301,0.0
BLUE & WHITE BREAKFAST TRAY,590.04,3267,128,0.0
BLUE SPOTTY PURSE,589.9,3268,483,0.0
"FRENCH BOTTLE, BRASSERIE DES ARTIST",588.64,3269,326,0.0
POTTING SHED SEED TIN,587.8,3270,172,0.0
WHITE SAGE INCENSE,587.52,3271,2440,0.0
SET/4 BADGES WOODLAND ANIMAL,587.08,3272,492,0.0
ASSTD DESIGN POP ART SLIM PEN,586.5,3273,687,0.0
"FRENCH BLUE METAL DOOR SIGN, 8",586.36,3274,458,0.0
EGG CUP MILKMAID HELGA,586.31,3275,410,0.0
SET 12 VINTAGE DOILY CHALK,586.23,3276,1312,0.0
5 STRAND GLASS NECKLACE CRYSTAL,585.29,3277,99,0.0
PURPLE GEMSTONE BRACELET,585.2,3278,70,0.0
PACK 4 FLOWER/BUTTERFLY PATCHES,584.93,3279,415,0.0
LIGHT BIRD HOUSE TREE DECORATION,582.85,3280,834,0.0
CERAMIC BIRDHOUSE FINCH BLUE  LARGE,581.27,3281,90,0.0
SQUARECUSHION COVER PINK UNION JACK,581.23,3282,173,0.0
GOLD EAR MUFF HEADPHONES,579.93,3283,103,0.0
GLASS CHICKEN BUTTER DISH,579.31,3284,325,0.0
TRAVEL CARD WALLET VINTAGE LEAF,578.48,3285,1350,0.0
SET/3 POLKADOT STACKING TINS,578.46,3286,113,0.0
BLACK/WHITE GLASS/SILVER BRACELET,578.02,3287,63,0.0
CONCH SHELL,577.69,3288,1259,0.0
"FRENCH BLUE METAL DOOR SIGN, 0",577.51,3289,461,0.0
RUSTIC STRAWBERRY JAM POT LARGE,577.48,3290,279,0.0
EASTER BUNNY WREATH,575.99,3291,97,0.0
JARDIN ETCHED GLASS CHEESE DISH,575.45,3292,219,0.0
GLASS TWIST BON BON JAR,575.25,3293,74,0.0
6PC WOOD PLATE SET DISPOSABLE,574.88,3294,459,0.0
SMALL ORIENTAL RED FOLDING STOOL,574.71,3295,239,0.0
ROUND CACTUS CANDLE,574.48,3296,300,0.0
ASSORTED COLOUR LIZARD SUCTION HOOK,572.7,3297,1463,0.0
"FRENCH BLUE METAL DOOR SIGN, 9",572.58,3298,450,0.0
ORIGAMI ROSE INCENSE IN TUBE,572.4,3299,1068,0.0
FROG KING WATERING CAN,571.71,3300,206,0.0
WAKE UP COCKEREL CALENDAR SIGN,571.0,3301,133,0.0
BLUE SPOTTY PASSPORT COVER,570.85,3302,316,0.0
THE KING GIFT BAG,570.43,3303,8101,0.0
HANGING WOOD AND FELT HEART,570.09,3304,1208,0.0
"WHITE PEARL BEADED HEART, SMALL",569.16,3305,444,0.0
CANDY SPOT HEART DECORATION,568.73,3306,587,0.0
LAUREL STAR ANTIQUE SILVER,568.6,3307,430,0.0
WHITE CANDYSTUFT ARTIFICIAL FLOWER,568.02,3308,450,0.0
SCENTED CANDLE IN DIGITALIS TIN,567.55,3309,251,0.0
WATERING CAN SINGLE HOOK PISTACHIO,567.48,3310,413,0.0
ENAMEL COLLANDER CREAM,567.12,3311,122,0.0
WRAP BLUE REINDEER,567.0,3312,1350,0.0
EAU DE NIL LOVE BIRD CANDLE,566.82,3313,505,0.0
TEACUP AND SAUCER REGENCY ROSES,566.7,3314,210,0.0
RETRO SPOT CANDLE  MEDIUM,566.22,3315,263,0.0
GARAGE KEY FOB,565.81,3316,777,0.0
YELLOW BREAKFAST CUP AND SAUCER,563.43,3317,2709,0.0
PACK OF 12 VINTAGE LEAF TISSUES,562.88,3318,1496,0.0
TREE T-LIGHT HOLDER WILLIE WINKIE,562.22,3319,364,0.0
VINTAGE COFFEE GRINDER BOX,561.23,3320,109,0.0
ASSTD HEARTS DESIGN MUGS,561.05,3321,321,0.0
CINNAMON SCENTED VOTIVE CANDLE,561.04,3322,2120,0.0
RED ROSE AND LACE C/COVER,560.5,3323,190,0.0
TEATIME GEL PENS ASST,560.48,3324,3169,0.0
"FRENCH BLUE METAL DOOR SIGN, 7",560.05,3325,443,0.0
PARTY TIME PENCIL ERASERS,559.54,3326,2447,0.0
CANDY SPOT APRON,559.28,3327,106,0.0
PIN CUSHION BABUSHKA BLUE,558.28,3328,180,0.0
KEEP OUT GIRLS DOOR HANGER,557.49,3329,794,0.0
S/3 PINK SQUARE PLANTERS ROSES,557.48,3330,48,0.0
SET OF 36 DOILIES VINTAGE CHRISTMAS,557.4,3331,444,0.0
SET 4 VALENTINE DECOUPAGE HEART BOX,557.33,3332,171,0.0
PACK 3 FIRE ENGINE/CAR PATCHES,557.18,3333,433,0.0
EDWARDIAN PHOTO FRAME,556.21,3334,88,0.0
SQUARE MINI PORTRAIT FRAME,556.17,3335,277,0.0
SET OF 6 HALLOWEEN GHOST T-LIGHTS,556.11,3336,1244,0.0
MIRRORED WALL ART POPPIES,556.01,3337,404,0.0
CUTE CATS TAPE,554.95,3338,1332,0.0
WHITE MURANO TWIST BRACELET,554.13,3339,134,0.0
PINK DISCO HANDBAG,552.72,3340,304,0.0
WOODLAND SMALL RED FELT HEART,552.02,3341,678,0.0
MEASURING TAPE RUSSIAN DOLL PINK,551.7,3342,182,0.0
BLUE CLIMBING HYDRANGA ART FLOWER,551.4,3343,340,0.0
TUMBLER NEW ENGLAND,551.19,3344,1261,0.0
CHRISTMAS CARD STACK OF PRESENTS,550.28,3345,1940,0.0
"FRENCH BLUE METAL DOOR SIGN, 6",550.1,3346,430,0.0
MEDIUM PARLOUR PICTURE FRAME,550.0,3347,136,0.0
MIRRORED WALL ART SNOWFLAKES,548.89,3348,636,0.0
CHARLIE+LOLA MY ROOM DOOR SIGN,548.86,3349,884,0.0
CANDY SPOT BREAD BASKETS,548.81,3350,343,0.0
PACK OF 6 PANETTONE GIFT BOXES,548.63,3351,233,0.0
4 PURPLE FLOCK DINNER CANDLES,548.11,3352,335,0.0
WRAP BIRD GARDEN,548.1,3353,1305,0.0
SET 3 JARDIN DE FEMME SCENT CANDLES,547.74,3354,367,0.0
EMBOSSED HEART TRINKET BOX,547.27,3355,246,0.0
MARAKESH LANTERN LARGE,544.5,3356,30,0.0
PAPERWEIGHT KINGS CHOICE,544.29,3357,346,0.0
JELLY BABIES YELLOW SMALL BOWL,543.41,3358,428,0.0
"CARD, BILLBOARD FONT",543.34,3359,1300,0.0
WHITE AND BLUE CERAMIC OIL BURNER,542.61,3360,400,0.0
FOLKART CROWN TABLE DECORATIONS,542.47,3361,523,0.0
SET/6 BEAD COASTERS GAUZE BAG GOLD,541.96,3362,713,0.0
SET/6 GINGERBREAD STAR T-LIGHTS,540.21,3363,381,0.0
SET/4 BIRD MIRROR MAGNETS,539.67,3364,701,0.0
FRENCH CHATEAU LARGE PLATTER,538.5,3365,190,0.0
TEATIME ROUND PENCIL SHARPENER,537.06,3366,3461,0.0
CROCHET ROSE PURSE WITH SUEDE BACK,536.4,3367,173,0.0
FUSCHIA/GREEN STRIPE WOOLLY BLANKET,536.24,3368,78,0.0
RED BIRD HOUSE TREE DECORATION,535.89,3369,659,0.0
HANGING HEART BONHEUR,535.35,3370,606,0.0
BLACK SQUARE TABLE CLOCK,535.18,3371,244,0.0
HENRIETTA HEN MUG,534.66,3372,306,0.0
S/4 BLUE DINNER CANDLE SILVER FLOCK,534.58,3373,418,0.0
SILVER CHARM NECKLACE 70CM,534.27,3374,71,0.0
STARFISH SOAP DISH,533.84,3375,194,0.0
WRAP GREEN RUSSIAN FOLKART,533.75,3376,1750,0.0
GOLD WINE GOBLET,533.71,3377,253,0.0
ECONOMY LUGGAGE TAG,533.51,3378,369,0.0
ROUND PINK HEART MIRROR,533.48,3379,240,0.0
FRENCH CHATEAU OVAL PLATTER,531.45,3380,211,0.0
PREMIUM CHURCH CANDLE,530.16,3381,265,0.0
SMALL MARAKESH LANTERN ON STICK,529.49,3382,97,0.0
PINK BOUDICCA LARGE BRACELET,529.22,3383,76,0.0
CAKES AND RABBITS DESIGN FLANNEL,529.16,3384,591,0.0
SPRIG LAVENDER ARTIFICIAL FLOWER,528.78,3385,678,0.0
CHERRY BLOSSOM LUGGAGE TAG,528.77,3386,2004,0.0
SINGLE WIRE HOOK PINK HEART,528.7,3387,414,0.0
HEART BEADED TRELLIS DECORATION,528.17,3388,249,0.0
TIGRIS EYE CHUNKY CHARM BRACELET,527.82,3389,58,0.0
